id	moa	pert_id	pert_iname	pert_type	target_name	aud_q75	aud_med	aud_q25	aud_iqr	cell_id	query
BRD-K22520627	-666	BRD-K22520627	DVD-111	trt_cp	-666	0.13	0.11	0.09	0.04	-666	0.65
BRD-K71164191	ACAT inhibitor	BRD-K71164191	KD-023	trt_cp	ACACA|ACACB	0.23	0.2	0.16	0.07	-666	0.65
BRD-K78960041	DNA inhibitor	BRD-K78960041	oxaliplatin	trt_cp	-666	0.29	0.24	0.19	0.1	-666	0.65
BRD-K53523901	MEK inhibitor	BRD-K53523901	arctigenin	trt_cp	CHUK|MAP2K1	0.21	0.18	0.15	0.06	-666	0.65
BRD-A70649075	Sterol demethylase inhibitor	BRD-A70649075	sulconazole	trt_cp	-666	0.25	0.23	0.21	0.04	-666	0.65
BRD-K69001009	VEGFR inhibitor	BRD-K69001009	golvatinib	trt_cp	MET|KDR	0.21	0.18	0.16	0.05	-666	0.65
BRD-K87909389	CDK inhibitor	BRD-K87909389	alvocidib	trt_cp	CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM	0.47	0.44	0.41	0.06	-666	0.65
BRD-A16700644	Adrenergic receptor agonist	BRD-A16700644	isoxsuprine	trt_cp	ADRB2	0.15	0.13	0.1	0.05	-666	0.65
BRD-K68408467	Topical anesthetic	BRD-K68408467	proflavine-hemisulfate	trt_cp	-666	0.27	0.23	0.2	0.07	-666	0.64
BRD-K13154216	MTOR inhibitor	BRD-K13154216	everolimus	trt_cp	MTOR	0.39	0.31	0.21	0.17	-666	0.64
BRD-K53734668	Syk inhibitor	BRD-K53734668	PRT-062607	trt_cp	-666	0.28	0.26	0.24	0.04	-666	0.64
BRD-K28453807	Cholinergic receptor antagonist	BRD-K28453807	nitrocaramiphen	trt_cp	CHRM1	0.13	0.11	0.08	0.05	-666	0.64
BRD-A91366704	GABA receptor agonist	BRD-A91366704	eprinomectin	trt_cp	-666	0.12	0.1	0.07	0.04	-666	0.63
BRD-K92093830	Topoisomerase inhibitor	BRD-K92093830	doxorubicin	trt_cp	TOP2A	0.56	0.51	0.45	0.11	-666	0.63
BRD-K81332461	Vitamin D receptor agonist	BRD-K81332461	maxacalcitol	trt_cp	VDR	0.17	0.13	0.1	0.07	-666	0.63
BRD-K97464279	Dihydrofolate reductase inhibitor	BRD-K97464279	diaveridine	trt_cp	-666	0.12	0.09	0.06	0.06	-666	0.63
BRD-A38350138	Sterol demethylase inhibitor	BRD-A38350138	ketoconazole	trt_cp	AR|CYP19A1	0.19	0.17	0.14	0.06	-666	0.63
BRD-K52233191	CDK inhibitor	BRD-K52233191	R-547	trt_cp	-666	0.41	0.37	0.33	0.09	-666	0.62
BRD-K84810405	Orexin receptor antagonist	BRD-K84810405	almorexant	trt_cp	HCRTR1|HCRTR2	0.1	0.07	0.05	0.05	-666	0.62
BRD-K53720352	Leukotriene receptor antagonist	BRD-K53720352	cinalukast	trt_cp	CYSLTR1	0.18	0.15	0.13	0.06	-666	0.62
BRD-K87349682	Adrenergic receptor agonist	BRD-K87349682	norepinephrine	trt_cp	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB3	0.23	0.2	0.16	0.07	-666	0.62
BRD-K61567297	Toll-like receptor antagonist	BRD-K61567297	resatorvid	trt_cp	TLR4	0.16	0.12	0.09	0.07	-666	0.62
BRD-A50049929	GABA benzodiazepine site receptor agonist	BRD-A50049929	oxazepam	trt_cp	GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	0.24	0.21	0.17	0.07	-666	0.62
BRD-K54262262	Melanin inhibitor	BRD-K54262262	monobenzone	trt_cp	TYR	0.2	0.17	0.14	0.06	-666	0.62
BRD-K52256627	Membrane integrity inhibitor	BRD-K52256627	chlorhexidine	trt_cp	-666	0.3	0.27	0.24	0.06	-666	0.61
BRD-K68532323	Kinesin-like spindle protein inhibitor	BRD-K68532323	SB-743921	trt_cp	KIF11	0.61	0.54	0.46	0.16	-666	0.61
BRD-K47337578	Serotonin receptor antagonist	BRD-K47337578	4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine	trt_cp	HTR2A	0.15	0.12	0.09	0.06	-666	0.61
BRD-K89015388	Centromere associated protein inhibitor	BRD-K89015388	GSK-923295	trt_cp	-666	0.26	0.22	0.17	0.09	-666	0.61
BRD-A91733352	-666	BRD-A91733352	camylofine-chlorhydrate	trt_cp	-666	0.12	0.09	0.06	0.05	-666	0.61
BRD-A93695607	Acetylcholine receptor agonist	BRD-A93695607	nicotine	trt_cp	CHRNA10|CHRNA4|CHRNA9|CHRNB2	0.13	0.1	0.07	0.05	-666	0.61
BRD-K43389698	CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor	BRD-K43389698	BMS-387032	trt_cp	CDK2|CDK7|CDK9	0.57	0.52	0.47	0.09	-666	0.61
BRD-K78055238	Glycogen synthase kinase inhibitor	BRD-K78055238	LY-2090314	trt_cp	-666	0.33	0.26	0.22	0.11	-666	0.61
BRD-K02764365	Anthelmintic agent	BRD-K02764365	methiazole	trt_cp	-666	0.29	0.24	0.2	0.09	-666	0.61
BRD-K12787259	RNA polymerase inhibitor	BRD-K12787259	CX-5461	trt_cp	-666	0.29	0.24	0.2	0.08	-666	0.6
BRD-K53581288	JAK inhibitor	BRD-K53581288	baricitinib	trt_cp	JAK1|JAK2	0.25	0.22	0.18	0.07	-666	0.6
BRD-K59058747	Mucolytic agent	BRD-K59058747	acetylcysteine	trt_cp	-666	0.13	0.1	0.08	0.05	-666	0.6
BRD-K79131256	Tubulin inhibitor	BRD-K79131256	albendazole	trt_cp	-666	0.36	0.31	0.25	0.12	-666	0.59
BRD-K38332599	AKT inhibitor	BRD-K38332599	uprosertib	trt_cp	AKT1|AKT2|AKT3	0.3	0.27	0.23	0.07	-666	0.59
BRD-K82135108	Oxidative stress inducer	BRD-K82135108	elesclomol	trt_cp	HSPA1A	0.55	0.48	0.41	0.14	-666	0.59
BRD-K29968218	Src inhibitor|Tubulin inhibitor	BRD-K29968218	KX2-391	trt_cp	SRC	0.42	0.36	0.3	0.12	-666	0.59
BRD-K94397152	Antiviral	BRD-K94397152	ribavirin	trt_cp	IMPDH1	0.11	0.09	0.06	0.05	-666	0.59
BRD-A27883417	Phosphatidylglycerophosphatase inhibitor	BRD-A27883417	alexidine	trt_cp	PTPMT1	0.28	0.27	0.25	0.04	-666	0.59
BRD-K19669037	GGTase inhibitor	BRD-K19669037	GGTI-298	trt_cp	CDKN1A	0.19	0.16	0.13	0.06	-666	0.59
BRD-K43187018	Pim kinase inhibitor	BRD-K43187018	GDC-0349	trt_cp	PIK3CA	0.44	0.39	0.34	0.1	-666	0.58
BRD-K67844266	Nedd activating enzyme inhibitor	BRD-K67844266	pevonedistat	trt_cp	NAE1	0.31	0.26	0.21	0.09	-666	0.58
BRD-A73427433	TGF beta receptor inhibitor	BRD-A73427433	adaprev	trt_cp	M6PR	0.26	0.22	0.19	0.07	-666	0.58
BRD-K26833429	Telomerase inhibitor	BRD-K26833429	costunolide	trt_cp	-666	0.18	0.16	0.13	0.05	-666	0.57
BRD-A03932035	Acetylcholine receptor antagonist	BRD-A03932035	methscopolamine	trt_cp	CHRM1|CHRM2|CHRM3	0.2	0.17	0.13	0.07	-666	0.57
BRD-A78303415	Acetylcholine receptor antagonist	BRD-A78303415	hyoscyamine	trt_cp	-666	0.27	0.24	0.21	0.06	-666	0.57
BRD-K36627727	Retinoid receptor agonist	BRD-K36627727	tamibarotene	trt_cp	RARA|RARB	0.16	0.13	0.09	0.07	-666	0.57
BRD-K72093121	Antiviral	BRD-K72093121	vidarabine	trt_cp	ADA	0.23	0.2	0.17	0.06	-666	0.57
BRD-K36386086	HIV integrase inhibitor	BRD-K36386086	dolutegravir	trt_cp	CYP3A4|CYP3A5|CYP3A7|POU2F2|UGT1A1	0.28	0.25	0.21	0.07	-666	0.57
BRD-K60997853	CDK inhibitor|Growth factor receptor inhibitor	BRD-K60997853	PHA-848125	trt_cp	CDK2|CDK4|NTRK1|CDK1	0.31	0.28	0.24	0.07	-666	0.57
BRD-K96123349	Dihydroorotate dehydrogenase inhibitor	BRD-K96123349	brequinar	trt_cp	DHODH	0.28	0.24	0.19	0.09	-666	0.57
BRD-K44084986	Rho associated kinase inhibitor	BRD-K44084986	Y-27632	trt_cp	ROCK1|ROCK2	0.23	0.2	0.16	0.07	-666	0.57
BRD-K02594908	Carbonic anhydrase inhibitor	BRD-K02594908	sulfanilamide	trt_cp	CYP2C19|CYP2C9|CYP2D6|CYP2E1|CYP3A4	0.25	0.22	0.19	0.06	-666	0.57
BRD-K11510141	Mucus protecting agent	BRD-K11510141	teprenone	trt_cp	-666	0.24	0.22	0.19	0.06	-666	0.56
BRD-K14560436	CDK inhibitor|FLT3 inhibitor|JAK inhibitor	BRD-K14560436	TG-02	trt_cp	CDK9|FLT3|JAK2|CDK1|CDK2|CDK7	0.42	0.38	0.35	0.08	-666	0.56
BRD-K95785345	Vitamin B	BRD-K95785345	thiamine	trt_cp	SLC19A2	0.23	0.2	0.18	0.05	-666	0.56
BRD-A44500574	Notch signaling inhibitor	BRD-A44500574	FLI-06	trt_cp	-666	0.25	0.21	0.16	0.09	-666	0.55
BRD-K39841531	JAK inhibitor	BRD-K39841531	TG-101209	trt_cp	JAK2|JAK3	0.31	0.27	0.23	0.08	-666	0.55
BRD-K40175214	MTOR inhibitor|PI3K inhibitor	BRD-K40175214	torin-1	trt_cp	MTOR	0.45	0.39	0.35	0.1	-666	0.55
BRD-K93754473	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)	BRD-K93754473	tamoxifen	trt_cp	ESR1|ESR2	0.12	0.09	0.07	0.05	-666	0.55
BRD-K21937671	Cysteine peptidase inhibitor	BRD-K21937671	loxistatin-acid	trt_cp	CTSB	0.12	0.1	0.07	0.05	-666	0.55
BRD-K78096648	Dopamine receptor antagonist	BRD-K78096648	oxiperomide	trt_cp	-666	0.24	0.21	0.17	0.07	-666	0.54
BRD-K95926480	SIRT activator	BRD-K95926480	SRT-1720	trt_cp	SIRT1	0.24	0.22	0.2	0.03	-666	0.53
BRD-K00259736	Microtubule inhibitor	BRD-K00259736	colchicine	trt_cp	TUBB|TUBB1	0.63	0.56	0.49	0.14	-666	0.53
BRD-A98605041	-666	BRD-A98605041	salinomycin	trt_cp	-666	0.31	0.27	0.22	0.09	-666	0.53
BRD-A30886737	Protein synthesis inhibitor	BRD-A30886737	florfenicol	trt_cp	-666	0.21	0.19	0.16	0.05	-666	0.51
BRD-K25412176	AKT inhibitor	BRD-K25412176	GSK-2110183	trt_cp	-666	0.2	0.17	0.14	0.06	-666	0.5
BRD-K69116396	Dopamine receptor antagonist|Serotonin receptor antagonist	BRD-K69116396	sertindole	trt_cp	DRD2|HTR2A|HTR2C	0.26	0.23	0.2	0.06	-666	0.5
BRD-A48300215	Sodium channel blocker	BRD-A48300215	ajmaline	trt_cp	-666	0.21	0.19	0.16	0.05	-666	0.49
BRD-K72951360	DNA inhibitor|Topoisomerase inhibitor	BRD-K72951360	valrubicin	trt_cp	TOP2A	0.48	0.43	0.37	0.11	-666	0.49
BRD-K87112191	-666	BRD-K87112191	PP242	trt_cp	MTOR	0.34	0.3	0.26	0.08	-666	0.49
BRD-K65924316	MDM inhibitor	BRD-K65924316	serdemetan	trt_cp	MDM2	0.31	0.27	0.23	0.09	-666	0.48
BRD-K37561857	Phosphodiesterase inhibitor	BRD-K37561857	zardaverine	trt_cp	PDE4D	0.34	0.3	0.26	0.08	-666	0.48
BRD-K91623615	Tubulin inhibitor	BRD-K91623615	ABT-751	trt_cp	-666	0.48	0.41	0.36	0.12	-666	0.47
BRD-K12244279	MEK inhibitor	BRD-K12244279	MEK1-2-inhibitor	trt_cp	MAP2K1|MAP2K2	0.27	0.24	0.21	0.06	-666	0.47
BRD-A06426627	Antiprotozoal agent	BRD-A06426627	diclazuril	trt_cp	-666	0.36	0.31	0.26	0.1	-666	0.46
BRD-K51318897	Tubulin inhibitor	BRD-K51318897	fenbendazole	trt_cp	TUBB	0.37	0.32	0.27	0.1	-666	0.45
BRD-A54927599	P selectin inhibitor	BRD-A54927599	KF-38789	trt_cp	SELP	0.33	0.29	0.25	0.08	-666	0.44
BRD-K99113996	MTOR inhibitor	BRD-K99113996	AZD-2014	trt_cp	-666	0.4	0.36	0.31	0.09	-666	-0.47
BRD-K11927976	Mediator release inhibitor|SYK inhibitor	BRD-K11927976	ER-27319	trt_cp	SYK	0.35	0.33	0.3	0.06	-666	-0.5
BRD-K78177893	AKT inhibitor	BRD-K78177893	A-674563	trt_cp	AKT1	0.4	0.36	0.33	0.07	-666	-0.51
BRD-K90374350	Other antibiotic	BRD-K90374350	chlorquinaldol	trt_cp	-666	0.22	0.19	0.16	0.06	-666	-0.52
BRD-K19295594	BCL inhibitor|MCL1 inhibitor	BRD-K19295594	gossypol	trt_cp	BCL2|BCL2L1|MCL1	0.35	0.33	0.3	0.06	-666	-0.53
BRD-K99604664	Progesterone receptor agonist	BRD-K99604664	tanaproget	trt_cp	PGR	0.17	0.14	0.11	0.06	-666	-0.53
BRD-A02146479	-666	BRD-A02146479	STOCK4S-02706	trt_cp	-666	0.3	0.26	0.22	0.08	-666	-0.56
BRD-K45462423	Glutamate receptor positive allosteric modulator	BRD-K45462423	VU-0361737	trt_cp	-666	0.18	0.14	0.11	0.06	-666	-0.56
BRD-A94702766	GABA receptor antagonist	BRD-A94702766	ginkgolide-a	trt_cp	-666	0.2	0.17	0.14	0.06	-666	-0.57
BRD-K42828737	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	BRD-K42828737	sunitinib	trt_cp	FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET	0.29	0.26	0.22	0.06	-666	-0.58
BRD-K85140930	RNA synthesis inhibitor	BRD-K85140930	aphidicolin	trt_cp	-666	0.34	0.3	0.24	0.1	-666	-0.58
BRD-K06543683	PKC inhibitor	BRD-K06543683	bisindolylmaleimide-ix	trt_cp	SIRT1	0.39	0.35	0.31	0.08	-666	-0.58
BRD-K97883416	HIV attachment inhibitor	BRD-K97883416	BMS-626529	trt_cp	-666	0.22	0.19	0.16	0.05	-666	-0.59
BRD-K28360340	BCL inhibitor	BRD-K28360340	TW-37	trt_cp	BCL2|BCL2L1|MCL1	0.43	0.38	0.33	0.11	-666	-0.6
BRD-K63457253	DOT1L inhibitor	BRD-K63457253	EPZ-5676	trt_cp	DOT1L	0.22	0.18	0.13	0.09	-666	-0.6
BRD-K29415052	PI3K inhibitor	BRD-K29415052	BGT-226	trt_cp	-666	0.61	0.57	0.52	0.09	-666	-0.62
BRD-K80343549	EGFR inhibitor	BRD-K80343549	TAK-285	trt_cp	ERBB2	0.24	0.2	0.15	0.09	-666	-0.62
BRD-K76037122	HSP inhibitor	BRD-K76037122	guanidine	trt_cp	-666	0.11	0.08	0.06	0.05	-666	-0.62
BRD-K63504947	VEGFR inhibitor	BRD-K63504947	semaxanib	trt_cp	FLT1|KDR|KIT|PDGFRB	0.3	0.25	0.21	0.09	-666	-0.63
BRD-K61688984	HDAC inhibitor	BRD-K61688984	RGFP-966	trt_cp	ALOX5|HDAC3	0.15	0.12	0.09	0.06	-666	-0.63
BRD-K61443650	Other antibiotic	BRD-K61443650	thiomersal	trt_cp	-666	0.28	0.27	0.25	0.03	-666	-0.63
BRD-K36198571	Metalloproteinase inhibitor	BRD-K36198571	WAY-170523	trt_cp	MMP13	0.23	0.19	0.16	0.07	-666	-0.64
BRD-A25608658	Antiprotozoal agent	BRD-A25608658	narasin	trt_cp	-666	0.39	0.34	0.28	0.11	-666	-0.65
BRD-K01653460	-666	BRD-K01653460	chlorindanol	trt_cp	-666	0.18	0.16	0.13	0.06	-666	-0.65
BRD-K13566078	IKK inhibitor	BRD-K13566078	BMS-345541	trt_cp	IKBKB	0.26	0.22	0.19	0.06	-666	-0.65
BRD-K29458283	DNA inhibitor	BRD-K29458283	chlorambucil	trt_cp	-666	0.21	0.18	0.15	0.06	-666	-0.66
BRD-K53097745	Cyclooxygenase inhibitor|PPAR receptor agonist	BRD-K53097745	pterostilbene	trt_cp	PTGS2	0.26	0.24	0.21	0.06	-666	-0.67
BRD-K11636097	CDK inhibitor	BRD-K11636097	JNJ-7706621	trt_cp	AURKA|AURKB|CDK1|CDK2	0.34	0.3	0.26	0.08	-666	-0.67
BRD-K69932463	MTOR inhibitor	BRD-K69932463	AZD-8055	trt_cp	MTOR	0.4	0.36	0.31	0.09	-666	-0.67
BRD-K51544265	RET tyrosine kinase inhibitor|VEGFR inhibitor	BRD-K51544265	cabozantinib	trt_cp	KDR|MET|FLT3|KIT|RET|TEK	0.22	0.19	0.15	0.08	-666	-0.68
BRD-K89714990	Cyclooxygenase inhibitor|Lipoxygenase inhibitor	BRD-K89714990	tepoxalin	trt_cp	ALOX5	0.21	0.18	0.15	0.06	-666	-0.68
BRD-A73556557	Phosphorylase inhibitor	BRD-A73556557	tagatose	trt_cp	PYGL	0.1	0.08	0.05	0.05	-666	-0.68
BRD-K56908511	Local anesthetic	BRD-K56908511	fluroxene	trt_cp	-666	0.15	0.12	0.08	0.07	-666	-0.68
BRD-K47000838	Microtubule inhibitor	BRD-K47000838	cytochalasin-b	trt_cp	ACTB	0.28	0.25	0.21	0.07	-666	-0.69
BRD-K16133773	"17,20 lyase inhibitor|Cytochrome P450 inhibitor|Steroid sulfatase inhibitor|Androgen biosynthesis inhibitor"	BRD-K16133773	abiraterone-acetate	trt_cp	CYP17A1	0.19	0.16	0.13	0.06	-666	-0.69
BRD-A90547603	Platelet aggregation inhibitor	BRD-A90547603	eptifibatide	trt_cp	ITGA2B|ITGB3	0.19	0.16	0.13	0.05	-666	-0.69
BRD-K87124298	MTOR inhibitor	BRD-K87124298	OSI-027	trt_cp	MTOR	0.34	0.3	0.27	0.07	-666	-0.69
BRD-A60786380	Tyrosine phosphatase inhibitor	BRD-A60786380	sodium-stibogluconate	trt_cp	-666	0.22	0.18	0.15	0.07	-666	-0.69
BRD-K26818574	DNA methyltransferase inhibitor|Histone lysine methyltransferase inhibitor	BRD-K26818574	BIX-01294	trt_cp	EHMT2	0.29	0.27	0.24	0.05	-666	-0.7
BRD-K81458380	Casein kinase inhibitor	BRD-K81458380	CX-4945	trt_cp	CSNK2A1|CSNK2A2	0.2	0.15	0.1	0.09	-666	-0.71
BRD-K13249881	GABA receptor agonist	BRD-K13249881	piperazine	trt_cp	-666	0.18	0.16	0.13	0.05	-666	-0.71
BRD-A50311610	Constitutive androstane receptor (CAR) agonist	BRD-A50311610	meclizine	trt_cp	NR1I3	0.28	0.26	0.23	0.05	-666	-0.71
BRD-K03289018	Aurora kinase inhibitor	BRD-K03289018	CCT-137690	trt_cp	-666	0.32	0.27	0.22	0.09	-666	-0.72
BRD-K92428153	Hydroxycarboxylic acid receptor agonist|Immunosuppressant|Inosine monophosphate dehydrogenase inhibitor|Dehydrogenase inhibitor|Inositol monophosphatase inhibitor	BRD-K92428153	mycophenolate-mofetil	trt_cp	IMPDH1|IMPDH2	0.28	0.24	0.21	0.07	-666	-0.72
BRD-K00535541	-666	BRD-K00535541	9-aminoacridine	trt_cp	-666	0.35	0.32	0.29	0.06	-666	-0.72
BRD-K12343256	MEK inhibitor	BRD-K12343256	trametinib	trt_cp	MAP2K1|MAP2K2	0.4	0.32	0.25	0.15	-666	-0.73
BRD-K31928526	Aurora kinase inhibitor	BRD-K31928526	barasertib	trt_cp	AURKB|AURKA	0.23	0.19	0.16	0.07	-666	-0.73
BRD-K82846253	Insulin secretagogue	BRD-K82846253	repaglinide	trt_cp	ABCC8|KCNJ11	0.14	0.12	0.1	0.04	-666	-0.73
BRD-K78126613	Mitochondrial DNA polymerase inhibitor|Phosphatase inhibitor	BRD-K78126613	menadione	trt_cp	-666	0.28	0.27	0.24	0.04	-666	-0.73
BRD-K79239947	Focal adhesion kinase inhibitor	BRD-K79239947	PF-573228	trt_cp	-666	0.21	0.17	0.14	0.07	-666	-0.73
BRD-K88677950	MAP kinase inhibitor|MEK inhibitor	BRD-K88677950	PD-198306	trt_cp	MAP2K1|MAP2K2	0.25	0.21	0.17	0.07	-666	-0.73
BRD-K17705806	Opioid receptor antagonist	BRD-K17705806	JTC-801	trt_cp	OPRL1	0.29	0.27	0.24	0.04	-666	-0.74
BRD-K35189033	Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist	BRD-K35189033	levonorgestrel	trt_cp	PGR	0.18	0.15	0.12	0.05	-666	-0.74
BRD-K06426971	Histone lysine methyltransferase inhibitor	BRD-K06426971	ryuvidine	trt_cp	CDK4	0.36	0.33	0.29	0.08	-666	-0.74
BRD-K95435023	C-Met inhibitor	BRD-K95435023	PHA-665752	trt_cp	MET	0.33	0.3	0.27	0.07	-666	-0.74
BRD-K09132007	TGF beta receptor inhibitor	BRD-K09132007	D-4476	trt_cp	CSNK1A1|TGFB1	0.1	0.08	0.06	0.04	-666	-0.75
BRD-K51791723	-666	BRD-K51791723	riviciclib	trt_cp	-666	0.39	0.35	0.31	0.07	-666	-0.76
BRD-K03109492	CDC inhibitor	BRD-K03109492	NSC-663284	trt_cp	CDC25A|CDC25B	0.32	0.29	0.25	0.07	-666	-0.76
BRD-K24556407	ATR kinase inhibitor	BRD-K24556407	ETP-46464	trt_cp	-666	0.3	0.26	0.22	0.08	-666	-0.76
BRD-K96188950	NFkB pathway inhibitor|HIV integrase inhibitor	BRD-K96188950	caffeic-acid-phenethyl-ester	trt_cp	-666	0.12	0.1	0.07	0.05	-666	-0.76
BRD-K21164796	-666	BRD-K21164796	beta-naphthol	trt_cp	-666	0.21	0.18	0.15	0.05	-666	-0.77
BRD-K26619122	GABA receptor antagonist	BRD-K26619122	thiocolchicoside	trt_cp	-666	0.14	0.11	0.07	0.07	-666	-0.77
BRD-K83699324	PLK inhibitor	BRD-K83699324	NMS-1286937	trt_cp	PLK1	0.5	0.44	0.38	0.12	-666	-0.77
BRD-A45498368	MTOR inhibitor	BRD-A45498368	WYE-125132	trt_cp	MTOR	0.37	0.33	0.29	0.08	-666	-0.78
BRD-K39381259	ALK tyrosine kinase receptor inhibitor	BRD-K39381259	DMH1	trt_cp	ACVR1	0.13	0.1	0.08	0.05	-666	-0.78
BRD-K76064317	FLT3 inhibitor	BRD-K76064317	tyrphostin-AG-1296	trt_cp	FLT3	0.27	0.23	0.19	0.08	-666	-0.78
BRD-K63123526	-666	BRD-K63123526	S-methylcysteine	trt_cp	CTSD|MGMT	0.18	0.16	0.13	0.05	-666	-0.78
BRD-A92537424	Estrogen receptor antagonist|Progesterone receptor agonist	BRD-A92537424	danazol	trt_cp	ESR1|GNRHR	0.16	0.13	0.11	0.05	-666	-0.79
BRD-K92657060	Benzodiazepine receptor agonist	BRD-K92657060	zaleplon	trt_cp	GABRA1	0.18	0.16	0.13	0.05	-666	-0.79
BRD-K59573506	Androgen receptor antagonist|Progesterone receptor agonist|Testosterone receptor antagonist	BRD-K59573506	cyproterone-acetate	trt_cp	AR	0.28	0.26	0.23	0.05	-666	-0.79
BRD-A28467416	MTOR inhibitor|PI3K inhibitor	BRD-A28467416	PKI-179	trt_cp	MTOR	0.44	0.4	0.35	0.08	-666	-0.79
BRD-K91701654	MEK inhibitor	BRD-K91701654	U-0126	trt_cp	MAP2K1|MAP2K2	0.23	0.19	0.16	0.07	-666	-0.8
BRD-A50157456	Adrenergic receptor agonist	BRD-A50157456	terbutaline	trt_cp	ADRB2	0.19	0.15	0.11	0.07	-666	-0.8
BRD-K99545815	Focal adhesion kinase inhibitor	BRD-K99545815	PF-562271	trt_cp	PTK2|PTK2B	0.24	0.2	0.17	0.07	-666	-0.8
BRD-K27799744	Calcium channel modulator	BRD-K27799744	cyclovirobuxin-d	trt_cp	-666	0.24	0.21	0.18	0.06	-666	-0.81
BRD-K38305202	Dopamine receptor antagonist	BRD-K38305202	domperidone	trt_cp	DRD2|DRD3	0.18	0.15	0.11	0.07	-666	-0.81
BRD-K85751432	MEK inhibitor	BRD-K85751432	refametinib	trt_cp	MAP2K1|MAP2K2	0.24	0.2	0.15	0.08	-666	-0.81
BRD-K97472745	Progesterone receptor antagonist	BRD-K97472745	gestrinone	trt_cp	AR|ESR1|PGR	0.14	0.12	0.09	0.06	-666	-0.81
BRD-K56334280	Topoisomerase inhibitor	BRD-K56334280	amonafide	trt_cp	TOP2A	0.19	0.16	0.12	0.07	-666	-0.81
BRD-K85872723	Glutamate receptor antagonist	BRD-K85872723	kynurenic-acid	trt_cp	-666	0.16	0.13	0.11	0.05	-666	-0.81
BRD-K95573441	Phosphofructokinase inhibitor	BRD-K95573441	PFK-015	trt_cp	PFKFB3	0.29	0.27	0.25	0.04	-666	-0.81
BRD-K72726508	CDK inhibitor	BRD-K72726508	arcyriaflavin-a	trt_cp	CCND1|CDK4	0.19	0.14	0.1	0.09	-666	-0.82
BRD-K19284129	Opioid receptor agonist	BRD-K19284129	salvinorin-a	trt_cp	OPRK1	0.17	0.14	0.12	0.05	-666	-0.82
BRD-K03243820	DNA directed DNA polymerase inhibitor|Thymidylate synthase inhibitor	BRD-K03243820	trifluridine	trt_cp	TYMS	0.39	0.33	0.27	0.12	-666	-0.83
BRD-K69726595	HCV inhibitor	BRD-K69726595	mericitabine	trt_cp	-666	0.13	0.11	0.09	0.05	-666	-0.83
BRD-K85920262	MTOR inhibitor	BRD-K85920262	WAY-600	trt_cp	MTOR	0.32	0.28	0.25	0.07	-666	-0.83
BRD-A86248581	Cytidine deaminase inhibitor	BRD-A86248581	tetrahydrouridine	trt_cp	CDA	0.13	0.11	0.08	0.05	-666	-0.83
BRD-K50000283	CDC inhibitor	BRD-K50000283	PHA-767491	trt_cp	-666	0.27	0.24	0.2	0.07	-666	-0.83
BRD-K57136142	Aurora kinase inhibitor	BRD-K57136142	CCT-129202	trt_cp	-666	0.24	0.21	0.18	0.06	-666	-0.83
BRD-K68567222	Tyrosine phosphatase inhibitor	BRD-K68567222	BVT-948	trt_cp	PTPN1|PTPN11|PTPN2	0.27	0.24	0.21	0.07	-666	-0.84
BRD-K82928847	HDAC inhibitor	BRD-K82928847	ACY-1215	trt_cp	HDAC6	0.23	0.19	0.16	0.06	-666	-0.84
BRD-K70505054	Histamine receptor antagonist	BRD-K70505054	ranitidine	trt_cp	HRH2	0.26	0.23	0.2	0.06	-666	-0.85
BRD-K99170882	P53 activator	BRD-K99170882	NSC-319726	trt_cp	-666	0.56	0.49	0.43	0.13	-666	-0.85
BRD-K99946902	Local anesthetic	BRD-K99946902	hexylresorcinol	trt_cp	-666	0.2	0.16	0.12	0.09	-666	-0.85
BRD-K56291712	MTOR inhibitor|PI3K inhibitor	BRD-K56291712	voxtalisib	trt_cp	MTOR|PIK3CA	0.21	0.18	0.14	0.07	-666	-0.85
BRD-K49669041	Pyruvate dehydrogenase kinase inhibitor	BRD-K49669041	BX-912	trt_cp	PDK1|PDPK1	0.35	0.3	0.25	0.09	-666	-0.85
BRD-K71106091	DNA synthesis inhibitor|DNA repair enzyme inhibitor|Purine antagonist	BRD-K71106091	fludarabine-phosphate	trt_cp	POLA1|RRM1	0.23	0.2	0.17	0.07	-666	-0.85
BRD-A09919099	Bacterial permeability inducer	BRD-A09919099	monensin	trt_cp	-666	0.41	0.36	0.3	0.11	-666	-0.85
BRD-A68969091	DNA intercalating agent	BRD-A68969091	echinomycin	trt_cp	-666	0.71	0.66	0.61	0.1	-666	-0.85
