Number of Drugs in Set,Simulation Number,values.to.vary,ES,NES,p,pos_at_max,q
15,34,1,0.90576,2.25,0,77,0.00218
15,35,-1,-0.82375,-2.13,0,1259,0.0269
15,35,-0.75,-0.89581,-2.24,0,1236,0.00777
15,35,-0.5,-0.76221,-1.95,0.0019,1209,0.258
15,35,-0.25,-0.42151,-1.11,0.339,1083,1
15,35,0,0.41619,1.08,0.375,317,0.937
15,35,0.25,0.39823,1.03,0.388,341,0.933
15,35,0.5,0.69977,1.81,0.0172,319,0.328
15,35,0.75,0.85253,2.18,0,156,0.0153
15,35,1,0.75152,1.94,0.012,162,0.221
15,36,-1,-0.88289,-2.28,0,1200,0.00353
15,36,-0.75,-0.78753,-2.08,0.00587,1167,0.0611
15,36,-0.5,-0.5916,-1.53,0.0913,1206,1
15,36,-0.25,-0.56371,-1.44,0.117,1072,1
15,36,0,0.59697,1.57,0.0565,359,0.843
15,36,0.25,0.51837,1.32,0.174,73,0.912
15,36,0.5,0.7057,1.85,0.0158,125,0.31
15,36,0.75,0.82326,2.1,0.00192,78,0.05
15,36,1,0.8529,2.21,0,163,0.00723
15,37,-1,-0.86822,-2.22,0,1226,0.00757
15,37,-0.75,-0.79625,-1.99,0.0038,1108,0.0831
15,37,-0.5,-0.63829,-1.62,0.0434,1104,0.465
15,37,-0.25,-0.39605,-1.04,0.373,1321,1
15,37,0,-0.24154,-0.618,0.889,1082,0.943
15,37,0.25,0.35744,0.901,0.546,275,0.966
15,37,0.5,0.72681,1.81,0.02,362,0.204
15,37,0.75,0.90868,2.34,0,137,0.00267
15,37,1,0.86468,2.18,0,146,0.0152
15,38,-1,-0.87215,-2.2,0,1180,0.00487
15,38,-0.75,-0.85549,-2.15,0.00202,1190,0.0221
15,38,-0.5,-0.64407,-1.61,0.0536,1168,1
15,38,-0.25,-0.52256,-1.33,0.16,945,0.798
15,38,0,-0.30848,-0.777,0.727,903,0.88
15,38,0.25,0.44605,1.12,0.299,96,0.799
15,38,0.5,0.7246,1.83,0.00579,202,0.289
15,38,0.75,0.74299,1.86,0.011,76,0.428
15,38,1,0.84918,2.1,0,29,0.0296
15,39,-1,-0.82591,-2.05,0,1248,0.069
15,39,-0.75,-0.76901,-1.95,0.00803,1120,0.202
15,39,-0.5,-0.7474,-1.92,0.0124,1126,0.309
15,39,-0.25,-0.56335,-1.44,0.115,1114,0.728
15,39,0,-0.22962,-0.595,0.911,1038,0.927
15,39,0.25,0.63235,1.59,0.0624,283,0.386
15,39,0.5,0.74985,1.88,0.00353,142,0.371
15,39,0.75,0.76318,1.94,0.00562,236,0.256
15,39,1,0.85737,2.17,0,162,0.00942
15,40,-1,-0.74503,-1.93,0.00594,1068,0.293
15,40,-0.75,-0.74487,-1.89,0.00189,1152,0.432
15,40,-0.5,-0.56551,-1.46,0.0946,1202,1
15,40,-0.25,-0.48624,-1.22,0.249,915,1
15,40,0,0.20389,0.52,0.974,234,0.998
15,40,0.25,0.5824,1.54,0.0683,192,0.912
15,40,0.5,0.64462,1.64,0.0539,48,1
15,40,0.75,0.73428,1.89,0.00196,278,0.322
15,40,1,0.86798,2.24,0,170,0.00766
15,41,-1,-0.85726,-2.24,0,1202,0.00719
15,41,-0.75,-0.86848,-2.21,0,1243,0.00617
15,41,-0.5,-0.67947,-1.72,0.0326,1038,0.304
15,41,-0.25,-0.58748,-1.52,0.081,1157,0.517
15,41,0,-0.43438,-1.15,0.293,1088,0.755
15,41,0.25,0.49137,1.25,0.222,380,0.712
15,41,0.5,0.61579,1.6,0.06,353,1
15,41,0.75,0.79258,2.12,0,145,0.0392
15,41,1,0.87172,2.27,0,127,0.00615
15,42,-1,-0.87949,-2.29,0,1175,0.000908
15,42,-0.75,-0.8524,-2.21,0,1174,0.0132
15,42,-0.5,-0.61391,-1.61,0.0588,1114,0.67
15,42,-0.25,-0.46025,-1.19,0.248,1060,0.936
15,42,0,-0.37619,-0.995,0.434,1052,1
15,42,0.25,0.30728,0.803,0.694,166,1
15,42,0.5,0.57679,1.48,0.0998,387,0.731
15,42,0.75,0.82925,2.06,0.00185,57,0.0808
15,42,1,0.81807,2.01,0.00555,253,0.126
15,43,-1,-0.87646,-2.28,0,1270,0.00099
15,43,-0.75,-0.75523,-1.96,0.00766,1177,0.224
15,43,-0.5,-0.68744,-1.77,0.016,1028,0.878
15,43,-0.25,-0.2415,-0.634,0.921,987,1
15,43,0,0.33235,0.843,0.657,247,0.953
15,43,0.25,0.37308,0.957,0.51,216,0.719
15,43,0.5,0.50691,1.25,0.227,304,0.723
15,43,0.75,0.79407,2.02,0.00205,223,0.124
15,43,1,0.84566,2.18,0,163,0.0174
15,44,-1,-0.81865,-2.09,0,1126,0.0477
15,44,-0.75,-0.85932,-2.17,0.00207,1222,0.0224
15,44,-0.5,-0.73835,-1.93,0.00982,1193,0.131
15,44,-0.25,-0.3398,-0.855,0.62,1246,0.825
15,44,0,0.30163,0.744,0.754,411,0.994
15,44,0.25,0.61174,1.56,0.0745,464,0.764
15,44,0.5,0.63759,1.61,0.0417,61,0.763
15,44,0.75,0.82947,2.1,0.00204,96,0.0281
15,44,1,0.89137,2.25,0,96,0.00304
15,45,-1,-0.86704,-2.17,0,1206,0.0103
15,45,-0.75,-0.76239,-2.01,0,1137,0.0717
15,45,-0.5,-0.67628,-1.71,0.0381,1196,0.3
15,45,-0.25,-0.61771,-1.61,0.0638,1079,0.497
15,45,0,0.31136,0.812,0.673,5,1
15,45,0.25,0.5605,1.47,0.117,247,1
15,45,0.5,0.72267,1.84,0.0136,208,0.252
15,45,0.75,0.64734,1.65,0.0517,439,0.585
15,45,1,0.83344,2.15,0,194,0.0286
15,46,-1,-0.76379,-1.89,0.00545,1120,0.388
15,46,-0.75,-0.69745,-1.78,0.0226,1238,0.894
15,46,-0.5,-0.70722,-1.75,0.0195,1254,1
15,46,-0.25,-0.65324,-1.62,0.0391,971,1
15,46,0,-0.28085,-0.706,0.788,1229,1
15,46,0.25,0.31043,0.79,0.683,449,0.974
15,46,0.5,0.73643,1.89,0.0102,112,0.351
15,46,0.75,0.6541,1.69,0.0444,296,1
15,46,1,0.9077,2.25,0,91,0.00553
15,47,-1,-0.82705,-2.06,0,1176,0.114
15,47,-0.75,-0.842,-2.21,0,1219,0.00827
15,47,-0.5,-0.76265,-1.99,0.00204,1165,0.172
15,47,-0.25,-0.61212,-1.63,0.0479,1143,0.72
15,47,0,0.49793,1.29,0.201,373,0.823
15,47,0.25,0.54492,1.4,0.138,358,1
15,47,0.5,0.69257,1.8,0.0133,200,0.348
15,47,0.75,0.77778,2,0.00384,45,0.121
15,47,1,0.82839,2.16,0,64,0.0156
15,48,-1,-0.79113,-1.96,0.00369,1220,0.0665
15,48,-0.75,-0.91623,-2.22,0,1238,0.00474
15,48,-0.5,-0.66375,-1.63,0.0441,1019,0.458
15,48,-0.25,-0.49457,-1.23,0.229,1067,0.926
15,48,0,-0.28364,-0.711,0.808,1126,1
15,48,0.25,0.4751,1.2,0.247,361,1
15,48,0.5,0.64384,1.62,0.0472,287,1
15,48,0.75,0.80034,2.06,0,206,0.0539
15,48,1,0.88357,2.22,0,121,0.00447
15,49,-1,-0.82205,-2.1,0,1119,0.0453
15,49,-0.75,-0.70946,-1.77,0.0206,1115,1
15,49,-0.5,-0.60445,-1.53,0.08,1232,1
15,49,-0.25,-0.59116,-1.5,0.094,1076,1
15,49,0,0.53346,1.33,0.16,234,0.826
15,49,0.25,0.7101,1.8,0.0194,126,0.33
15,49,0.5,0.73692,1.87,0.0126,341,0.412
15,49,0.75,0.74577,1.87,0.00794,304,0.354
15,49,1,0.75044,1.84,0.0118,98,0.472
15,50,-1,-0.75945,-1.95,0.00385,1306,0.191
15,50,-0.75,-0.71567,-1.84,0.0144,1251,0.279
15,50,-0.5,-0.77321,-1.97,0,1232,0.189
15,50,-0.25,-0.31803,-0.836,0.631,1090,0.874
15,50,0,0.40873,1.05,0.39,208,1
15,50,0.25,0.36187,0.893,0.579,253,1
15,50,0.5,0.55084,1.41,0.123,212,0.952
15,50,0.75,0.75521,1.92,0.00198,136,0.285
15,50,1,0.85856,2.17,0,175,0.0188
20,1,-1,-0.86631,-2.18,0,1227,0.00873
20,1,-0.75,-0.7881,-1.97,0.00398,1210,0.181
20,1,-0.5,-0.61908,-1.55,0.0548,988,1
20,1,-0.25,-0.50262,-1.26,0.204,978,1
20,1,0,0.55144,1.42,0.107,199,0.655
20,1,0.25,0.52405,1.36,0.13,371,0.64
20,1,0.5,0.75895,1.9,0.0136,243,0.286
20,1,0.75,0.78527,2,0.00562,204,0.0935
20,1,1,0.84252,2.13,0,164,0.0182
20,2,-1,-0.85717,-2.16,0,1245,0.0112
20,2,-0.75,-0.7696,-2,0.0078,1217,0.131
20,2,-0.5,-0.75417,-1.9,0.00383,1120,0.158
20,2,-0.25,-0.42938,-1.09,0.364,859,0.906
20,2,0,0.18998,0.48,0.978,326,0.984
20,2,0.25,0.41929,1.08,0.379,323,0.917
20,2,0.5,0.68012,1.7,0.0304,192,0.727
20,2,0.75,0.82078,2.11,0,141,0.0361
20,2,1,0.90494,2.33,0,112,0.001
20,3,-1,-0.84394,-2.1,0.00388,1279,0.0182
20,3,-0.75,-0.70738,-1.82,0.0211,1253,0.24
20,3,-0.5,-0.7289,-1.88,0.00559,1052,0.22
20,3,-0.25,-0.45918,-1.18,0.263,1082,0.889
20,3,0,0.31261,0.814,0.668,273,1
20,3,0.25,0.56965,1.46,0.102,307,0.621
20,3,0.5,0.59842,1.49,0.105,244,0.661
20,3,0.75,0.76441,1.94,0.00187,237,0.188
20,3,1,0.87836,2.22,0,112,0.00512
20,4,-1,-0.82568,-2.16,0.00199,1202,0.0182
20,4,-0.75,-0.77991,-1.98,0.00198,1121,0.246
20,4,-0.5,-0.7163,-1.76,0.016,1209,0.536
20,4,-0.25,-0.67818,-1.73,0.0262,1086,0.653
20,4,0,-0.30486,-0.766,0.722,1061,1
20,4,0.25,0.58002,1.47,0.101,389,1
20,4,0.5,0.73825,1.88,0.0112,221,0.191
20,4,0.75,0.79183,1.98,0.00346,158,0.133
20,4,1,0.88203,2.25,0,76,0.00277
20,5,-1,-0.82355,-2.11,0,1183,0.0314
20,5,-0.75,-0.76235,-1.92,0.00571,1135,0.133
20,5,-0.5,-0.67742,-1.68,0.0396,1013,0.854
20,5,-0.25,-0.44619,-1.12,0.32,955,1
20,5,0,-0.47979,-1.22,0.232,912,1
20,5,0.25,0.48323,1.21,0.235,412,0.901
20,5,0.5,0.65634,1.69,0.0352,182,0.332
20,5,0.75,0.77684,1.95,0.00184,223,0.176
20,5,1,0.87111,2.22,0,176,0.00182
20,6,-1,-0.81249,-2.09,0,1142,0.0502
20,6,-0.75,-0.73281,-1.88,0.0147,1081,0.405
20,6,-0.5,-0.58248,-1.45,0.102,854,0.806
20,6,-0.25,-0.25677,-0.66,0.873,1015,0.943
20,6,0,0.25799,0.665,0.843,78,0.918
20,6,0.25,0.52119,1.35,0.164,58,0.942
20,6,0.5,0.55378,1.42,0.117,274,0.857
20,6,0.75,0.84778,2.15,0,130,0.0145
20,6,1,0.83818,2.16,0,69,0.0104
20,7,-1,-0.81391,-2.09,0.00371,1206,0.0404
20,7,-0.75,-0.74005,-1.86,0.0171,1065,0.464
20,7,-0.5,-0.70023,-1.75,0.0299,1071,0.976
20,7,-0.25,-0.58188,-1.47,0.11,1056,1
20,7,0,0.30514,0.801,0.7,329,1
20,7,0.25,0.44264,1.11,0.342,473,0.701
20,7,0.5,0.80669,2.09,0,178,0.043
20,7,0.75,0.80289,2.02,0,126,0.108
20,7,1,0.84271,2.17,0,198,0.015
20,8,-1,-0.8608,-2.13,0.00179,1190,0.0135
20,8,-0.75,-0.75526,-1.93,0.00187,1121,0.0721
20,8,-0.5,-0.55144,-1.42,0.122,1077,0.642
20,8,-0.25,-0.55401,-1.44,0.108,1128,0.675
20,8,0,0.25829,0.656,0.874,135,0.981
20,8,0.25,0.66555,1.71,0.0279,379,0.795
20,8,0.5,0.65259,1.69,0.0281,344,0.604
20,8,0.75,0.76683,1.92,0,274,0.345
20,8,1,0.79858,2.04,0,204,0.108
20,9,-1,-0.77236,-1.98,0.00188,1078,0.166
20,9,-0.75,-0.76559,-1.95,0.00755,1019,0.233
20,9,-0.5,-0.69067,-1.77,0.0233,1197,0.518
20,9,-0.25,-0.37669,-0.985,0.453,1074,0.859
20,9,0,0.25169,0.649,0.883,344,0.975
20,9,0.25,0.52858,1.37,0.155,401,0.795
20,9,0.5,0.75472,1.97,0.00191,294,0.154
20,9,0.75,0.8482,2.21,0,159,0.00766
20,9,1,0.89694,2.31,0,147,0.00172
20,10,-1,-0.8789,-2.17,0,1201,0.0113
20,10,-0.75,-0.76579,-1.93,0.00587,1156,0.219
20,10,-0.5,-0.71373,-1.8,0.0147,1117,0.387
20,10,-0.25,-0.64214,-1.6,0.0533,1040,0.481
20,10,0,-0.39925,-1.03,0.399,1092,0.852
20,10,0.25,0.55431,1.42,0.13,222,0.639
20,10,0.5,0.71184,1.76,0.0116,266,0.957
20,10,0.75,0.71538,1.8,0.00792,257,0.711
20,10,1,0.87299,2.21,0,162,0.00972
20,11,-1,-0.88212,-2.26,0.00195,1273,0.004
20,11,-0.75,-0.79357,-1.99,0.00197,1154,0.185
20,11,-0.5,-0.62445,-1.66,0.0399,1157,1
20,11,-0.25,-0.42595,-1.12,0.31,974,0.646
20,11,0,-0.338,-0.87,0.611,1177,0.762
20,11,0.25,0.53388,1.4,0.113,421,1
20,11,0.5,0.61405,1.54,0.065,154,1
20,11,0.75,0.79438,1.97,0.00559,136,0.204
20,11,1,0.85829,2.2,0,107,0.0167
20,12,-1,-0.78158,-1.96,0.004,1199,0.149
20,12,-0.75,-0.75121,-1.91,0.00385,1050,0.29
20,12,-0.5,-0.59606,-1.48,0.0913,1098,0.804
20,12,-0.25,-0.58653,-1.52,0.0668,1026,0.704
20,12,0,0.31741,0.792,0.669,61,0.992
20,12,0.25,0.52468,1.33,0.154,471,1
20,12,0.5,0.48739,1.23,0.23,441,1
20,12,0.75,0.76871,1.92,0.00432,198,0.246
20,12,1,0.83752,2.08,0,139,0.0305
20,13,-1,-0.83853,-2.06,0,1163,0.0527
20,13,-0.75,-0.68825,-1.75,0.00945,1049,0.326
20,13,-0.5,-0.65698,-1.68,0.034,1061,0.378
20,13,-0.25,-0.51548,-1.31,0.168,1117,0.857
20,13,0,-0.24398,-0.631,0.889,798,0.982
20,13,0.25,0.57021,1.44,0.0961,327,0.688
20,13,0.5,0.72423,1.79,0.0212,194,0.278
20,13,0.75,0.70162,1.82,0.0142,194,0.232
20,13,1,0.85816,2.15,0,140,0.0177
20,14,-1,-0.87656,-2.25,0,1253,0.00532
20,14,-0.75,-0.73731,-1.91,0.00556,1028,0.312
20,14,-0.5,-0.72969,-1.86,0.00718,1072,0.224
20,14,-0.25,-0.39902,-1.03,0.393,994,0.852
20,14,0,-0.32876,-0.851,0.602,1250,0.958
20,14,0.25,0.4491,1.15,0.303,267,1
20,14,0.5,0.68617,1.75,0.0247,136,0.587
20,14,0.75,0.87764,2.21,0,109,0.0117
20,14,1,0.8771,2.27,0,123,0.0043
20,15,-1,-0.84618,-2.12,0,1194,0.0276
20,15,-0.75,-0.73619,-1.86,0.0133,1141,0.253
20,15,-0.5,-0.60053,-1.51,0.0869,1120,0.652
20,15,-0.25,-0.44352,-1.1,0.341,898,0.777
20,15,0,0.30766,0.8,0.688,185,1
20,15,0.25,0.72393,1.85,0.0138,280,0.515
20,15,0.5,0.59498,1.55,0.0786,180,1
20,15,0.75,0.82214,2.15,0,226,0.0221
20,15,1,0.85211,2.21,0,112,0.0103
20,16,-1,-0.83745,-2.16,0.0019,1268,0.0261
20,16,-0.75,-0.72251,-1.88,0.00587,1146,0.458
20,16,-0.5,-0.65903,-1.75,0.0333,1019,1
20,16,-0.25,-0.55312,-1.45,0.0953,1074,0.943
20,16,0,-0.34376,-0.885,0.565,1154,1
20,16,0.25,0.35238,0.912,0.528,118,0.94
20,16,0.5,0.66115,1.72,0.0217,308,0.635
20,16,0.75,0.78774,2,0.00556,172,0.155
20,16,1,0.83041,2.09,0.00357,164,0.0348
20,17,-1,-0.83157,-2.09,0.00192,1146,0.0669
20,17,-0.75,-0.80205,-2.02,0.00563,1175,0.115
20,17,-0.5,-0.72918,-1.82,0.0121,1180,0.324
20,17,-0.25,-0.47364,-1.21,0.248,1078,0.811
20,17,0,0.37372,0.936,0.483,147,1
20,17,0.25,0.29345,0.748,0.757,173,1
20,17,0.5,0.69784,1.78,0.0111,287,0.289
20,17,0.75,0.69074,1.76,0.0272,208,0.171
20,17,1,0.85803,2.08,0.00188,121,0.0449
20,18,-1,-0.82758,-2.13,0,1229,0.0284
20,18,-0.75,-0.77648,-1.94,0.00411,1092,0.118
20,18,-0.5,-0.75963,-1.96,0.00625,1120,0.0852
20,18,-0.25,-0.45356,-1.15,0.296,872,1
20,18,0,0.25051,0.618,0.906,536,0.925
20,18,0.25,0.40619,1.02,0.427,284,0.863
20,18,0.5,0.6266,1.6,0.0554,302,0.715
20,18,0.75,0.76059,1.89,0.00361,237,0.401
20,18,1,0.92055,2.28,0,112,0
20,19,-1,-0.8435,-2.12,0.00198,1228,0.0291
20,19,-0.75,-0.80439,-2.05,0.00372,1141,0.0714
20,19,-0.5,-0.59075,-1.48,0.0983,1208,0.679
20,19,-0.25,-0.51943,-1.29,0.189,1083,0.832
20,19,0,0.53376,1.34,0.16,386,0.508
20,19,0.25,0.46559,1.18,0.275,63,0.645
20,19,0.5,0.75596,1.94,0.00821,224,0.235
20,19,0.75,0.77618,2,0.00207,217,0.123
20,19,1,0.8518,2.18,0,205,0.00625
20,20,-1,-0.80015,-2,0.0101,1173,0.0938
20,20,-0.75,-0.73613,-1.88,0.0176,1121,0.264
20,20,-0.5,-0.63675,-1.63,0.0568,1111,0.517
20,20,-0.25,-0.42749,-1.09,0.372,1325,0.953
20,20,0,-0.43065,-1.11,0.354,1184,0.854
20,20,0.25,0.5282,1.34,0.159,39,0.607
20,20,0.5,0.70739,1.75,0.0299,193,0.819
20,20,0.75,0.83444,2.1,0,177,0.0305
20,20,1,0.87493,2.16,0,143,0.0129
20,21,-1,-0.84066,-2.15,0,1193,0.0214
20,21,-0.75,-0.7798,-1.98,0.00375,1186,0.138
20,21,-0.5,-0.72873,-1.83,0.0096,1129,0.553
20,21,-0.25,-0.45401,-1.17,0.287,1271,0.849
20,21,0,-0.26748,-0.68,0.828,984,1
20,21,0.25,0.45663,1.16,0.273,178,1
20,21,0.5,0.66981,1.67,0.052,248,0.576
20,21,0.75,0.76449,1.94,0.00402,150,0.219
20,21,1,0.84823,2.12,0.00186,222,0.024
20,22,-1,-0.74627,-1.91,0.00936,1129,0.33
20,22,-0.75,-0.74225,-1.88,0.00798,1227,0.381
20,22,-0.5,-0.57509,-1.47,0.0909,1042,0.916
20,22,-0.25,0.28745,0.747,0.795,65,1
20,22,0,0.47401,1.21,0.275,119,0.872
20,22,0.25,0.47885,1.27,0.21,315,0.973
20,22,0.5,0.72625,1.91,0.00992,221,0.191
20,22,0.75,0.77382,2.01,0.00194,266,0.155
20,22,1,0.84823,2.19,0,222,0.0219
20,23,-1,-0.85555,-2.19,0.00191,1261,0.0108
20,23,-0.75,-0.73674,-1.88,0.00716,1009,0.37
20,23,-0.5,-0.71648,-1.82,0.0188,1140,0.616
20,23,-0.25,-0.4301,-1.11,0.311,1139,0.961
20,23,0,0.26223,0.687,0.819,81,1
20,23,0.25,0.59317,1.55,0.084,442,0.634
20,23,0.5,0.68935,1.77,0.0207,223,0.502
20,23,0.75,0.74205,1.92,0.0117,258,0.301
20,23,1,0.88166,2.23,0,112,0.00403
20,24,-1,-0.88627,-2.28,0,1220,0.00192
20,24,-0.75,-0.74233,-1.94,0.00566,1252,0.227
20,24,-0.5,-0.71323,-1.9,0.0126,1189,0.331
20,24,-0.25,-0.67005,-1.75,0.0225,1109,0.938
20,24,0,-0.21455,-0.561,0.966,931,0.998
20,24,0.25,0.55243,1.4,0.138,316,0.589
20,24,0.5,0.68678,1.76,0.0194,365,0.498
20,24,0.75,0.80345,2.09,0,125,0.0469
20,24,1,0.79783,2.05,0,132,0.0852
20,25,-1,-0.80293,-2,0,1165,0.125
20,25,-0.75,-0.806,-2.04,0.00178,1164,0.074
20,25,-0.5,-0.32067,-0.828,0.654,942,0.895
20,25,-0.25,-0.46451,-1.17,0.278,1071,0.935
20,25,0,0.3561,0.907,0.544,204,1
20,25,0.25,0.16681,0.432,0.998,491,0.994
20,25,0.5,0.62706,1.56,0.0727,224,0.763
20,25,0.75,0.80438,2.03,0.00199,219,0.0448
20,25,1,0.88532,2.24,0,98,0.00619
20,26,-1,-0.84713,-2.18,0.00193,1263,0.012
20,26,-0.75,-0.67775,-1.75,0.0112,1205,0.985
20,26,-0.5,-0.67576,-1.69,0.0378,1025,0.692
20,26,-0.25,-0.72892,-1.91,0.00386,1181,0.324
20,26,0,0.36302,0.907,0.537,148,0.757
20,26,0.25,0.43667,1.09,0.35,206,0.98
20,26,0.5,0.65523,1.62,0.0668,397,0.482
20,26,0.75,0.7338,1.84,0.011,235,0.532
20,26,1,0.86613,2.2,0,126,0.00661
20,27,-1,-0.81825,-2.03,0,1127,0.0894
20,27,-0.75,-0.84867,-2.14,0,1184,0.0205
20,27,-0.5,-0.70469,-1.75,0.0317,1076,0.595
20,27,-0.25,-0.39977,-1.03,0.409,954,1
20,27,0,0.33278,0.872,0.593,322,0.981
20,27,0.25,0.24032,0.633,0.871,153,0.975
20,27,0.5,0.70158,1.78,0.0187,287,0.703
20,27,0.75,0.80913,2.12,0.00209,260,0.0353
20,27,1,0.8549,2.22,0,202,0.0077
20,28,-1,-0.84587,-2.11,0.00176,1227,0.026
20,28,-0.75,-0.78535,-1.91,0.00576,1158,0.112
20,28,-0.5,-0.70655,-1.78,0.0192,1056,0.329
20,28,-0.25,-0.62308,-1.56,0.0581,1156,0.839
20,28,0,0.3213,0.811,0.658,291,1
20,28,0.25,0.21702,0.556,0.946,89,0.992
20,28,0.5,0.61036,1.51,0.0881,245,1
20,28,0.75,0.79486,1.98,0.00193,218,0.0822
20,28,1,0.85417,2.08,0,119,0.0274
20,29,-1,-0.9,-2.21,0,1278,0.00254
20,29,-0.75,-0.75591,-1.86,0.00581,1146,0.179
20,29,-0.5,-0.75962,-1.91,0.00364,1046,0.113
20,29,-0.25,-0.44883,-1.12,0.312,1109,0.93
20,29,0,0.26224,0.68,0.847,111,0.912
20,29,0.25,0.43083,1.1,0.356,48,1
20,29,0.5,0.743,1.88,0.00617,87,0.463
20,29,0.75,0.83983,2.09,0,103,0.0448
20,29,1,0.82821,2.06,0,183,0.0862
20,30,-1,-0.85311,-2.15,0,1298,0.0275
20,30,-0.75,-0.81975,-2.1,0,1217,0.0517
20,30,-0.5,-0.65655,-1.67,0.0528,1091,0.37
20,30,-0.25,-0.50821,-1.28,0.213,1036,1
20,30,0,-0.32229,-0.83,0.661,1276,1
20,30,0.25,0.35152,0.917,0.54,307,0.814
20,30,0.5,0.66718,1.71,0.0346,128,0.601
20,30,0.75,0.79128,1.99,0,107,0.127
20,30,1,0.83235,2.1,0,87,0.0483
20,31,-1,-0.72308,-1.8,0.0187,1063,0.342
20,31,-0.75,-0.77952,-1.95,0.00565,1143,0.187
20,31,-0.5,-0.5963,-1.5,0.0769,1000,0.895
20,31,-0.25,-0.62645,-1.61,0.0453,1120,0.711
20,31,0,0.39516,1.01,0.421,131,0.887
20,31,0.25,0.34021,0.9,0.557,345,0.895
20,31,0.5,0.64584,1.61,0.0455,300,0.352
20,31,0.75,0.7084,1.83,0.0147,176,0.217
20,31,1,0.82493,2.06,0,79,0.0287
20,32,-1,-0.82183,-2.03,0.00192,1231,0.0716
20,32,-0.75,-0.87294,-2.21,0.00189,1240,0.00565
20,32,-0.5,-0.61263,-1.57,0.0618,1042,0.589
20,32,-0.25,-0.51015,-1.3,0.175,1173,1
20,32,0,0.40269,1.02,0.432,427,0.919
20,32,0.25,0.427,1.06,0.356,244,0.966
20,32,0.5,0.72254,1.83,0.00762,199,0.344
20,32,0.75,0.84181,2.11,0,219,0.0385
20,32,1,0.8547,2.16,0,111,0.0202
20,33,-1,-0.87446,-2.23,0,1238,0.00726
20,33,-0.75,-0.80503,-2.08,0,1134,0.0582
20,33,-0.5,-0.63341,-1.65,0.0514,1201,0.956
20,33,-0.25,-0.61107,-1.59,0.0572,1180,1
20,33,0,-0.24874,-0.651,0.858,1185,0.933
20,33,0.25,0.57959,1.49,0.0866,458,1
20,33,0.5,0.72465,1.85,0.0139,79,0.565
20,33,0.75,0.836,2.18,0.00201,83,0.018
20,33,1,0.8246,2.1,0,163,0.0672
20,34,-1,-0.82233,-2.11,0,1209,0.0264
20,34,-0.75,-0.70973,-1.76,0.0147,1066,0.956
20,34,-0.5,-0.62358,-1.56,0.0636,1135,1
20,34,-0.25,-0.42007,-1.05,0.411,1135,0.767
20,34,0,-0.54196,-1.39,0.126,1246,0.678
20,34,0.25,0.48858,1.23,0.233,429,0.839
20,34,0.5,0.66302,1.69,0.0296,123,0.485
20,34,0.75,0.73351,1.87,0.0098,263,0.431
20,34,1,0.79857,2,0,67,0.129
20,35,-1,-0.97052,-2.35,0,1294,0
20,35,-0.75,-0.75117,-1.92,0.00802,1123,0.16
20,35,-0.5,-0.74063,-1.94,0.00388,1142,0.253
20,35,-0.25,-0.55772,-1.44,0.121,1018,1
20,35,0,0.47045,1.21,0.246,385,0.973
20,35,0.25,0.50652,1.31,0.16,388,0.973
20,35,0.5,0.72798,1.86,0.00952,121,0.257
20,35,0.75,0.7567,1.91,0.00181,303,0.0942
20,35,1,0.89248,2.18,0,77,0.00952
20,36,-1,-0.82507,-2.06,0,1227,0.0678
20,36,-0.75,-0.79903,-2.08,0,1119,0.045
20,36,-0.5,-0.6531,-1.68,0.03,1065,0.661
20,36,-0.25,-0.23485,-0.597,0.926,948,0.975
20,36,0,0.31313,0.824,0.642,233,1
20,36,0.25,0.31324,0.816,0.663,499,1
20,36,0.5,0.78071,2,0.0019,253,0.174
20,36,0.75,0.74288,1.95,0.0078,269,0.266
20,36,1,0.82223,2.07,0,151,0.0922
20,37,-1,-0.85561,-2.18,0.00181,1166,0.0154
20,37,-0.75,-0.6128,-1.56,0.0592,1235,0.602
20,37,-0.5,-0.75135,-1.91,0.00379,1126,0.142
20,37,-0.25,-0.54186,-1.39,0.143,1074,0.967
20,37,0,0.42331,1.09,0.341,283,0.8
20,37,0.25,0.47474,1.24,0.22,57,0.754
20,37,0.5,0.71039,1.83,0.0142,167,0.308
20,37,0.75,0.79697,2.05,0,46,0.0751
20,37,1,0.79708,2.02,0.00725,43,0.124
20,38,-1,-0.83085,-2.12,0,1179,0.0414
20,38,-0.75,-0.69311,-1.78,0.023,1102,0.88
20,38,-0.5,-0.74375,-1.87,0.00198,1104,0.496
20,38,-0.25,-0.40368,-1.03,0.414,1119,1
20,38,0,-0.25828,-0.654,0.869,1312,0.989
20,38,0.25,0.47938,1.22,0.245,339,0.634
20,38,0.5,0.68297,1.74,0.0231,166,0.24
20,38,0.75,0.78422,1.99,0.0019,169,0.108
20,38,1,0.84692,2.13,0.00181,152,0.0218
20,39,-1,-0.90001,-2.3,0,1218,0.00096
20,39,-0.75,-0.76228,-1.99,0.00192,1160,0.146
20,39,-0.5,-0.76079,-2.01,0.00196,1219,0.0972
20,39,-0.25,-0.61402,-1.57,0.0599,1215,0.531
20,39,0,-0.35503,-0.921,0.533,1270,0.798
20,39,0.25,0.57917,1.5,0.0824,150,1
20,39,0.5,0.59292,1.52,0.0864,312,1
20,39,0.75,0.80801,2.04,0.00196,214,0.0381
20,39,1,0.85824,2.15,0.00186,193,0.0176
