"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"1717","expr_value_added_0.01_WGV_AUC_value_added_0.08_correlation","Estimate","tubulin polymerization inhibitor",0.19715,0.494,0.979,307,0.982
"1718","expr_value_added_0.01_WGV_AUC_value_added_0.08_correlation","Estimate","tyrosine kinase inhibitor",0.27993,0.707,0.818,308,1
"1719","expr_value_added_0.01_WGV_AUC_value_added_0.08_correlation","Estimate","VEGFR inhibitor",0.35,0.883,0.573,255,0.991
"1720","expr_value_added_0.01_WGV_AUC_value_added_0.08_correlation","Estimate","vitamin D receptor agonist",0.69965,1.8,0.0153,37,0.374
"1721","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","Synthetic_Drug_Set",0.84668,2.14,0,136,0.0231
"1722","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","EGFR inhibitor",0.40235,1.02,0.419,269,0.933
"1723","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","Abl kinase inhibitor",-0.25485,-0.646,0.863,1247,1
"1724","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","acetylcholine receptor agonist",-0.41487,-1.07,0.373,558,0.89
"1725","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","acetylcholine receptor antagonist",-0.47024,-1.2,0.269,1244,0.841
"1726","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","adenosine receptor antagonist",0.58033,1.46,0.106,312,0.828
"1727","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","adrenergic receptor agonist",-0.35372,-0.907,0.554,1034,0.921
"1728","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","adrenergic receptor antagonist",0.29049,0.747,0.764,189,1
"1729","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","AKT inhibitor",-0.37207,-0.956,0.507,1164,0.858
"1730","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.36212,0.915,0.556,151,1
"1731","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","androgen receptor antagonist",-0.32889,-0.838,0.633,882,0.943
"1732","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","antioxidant",-0.68095,-1.72,0.0353,991,1
"1733","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","AP inhibitor",0.22685,0.572,0.953,448,1
"1734","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","ATPase inhibitor",-0.27295,-0.696,0.827,1075,1
"1735","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","Aurora kinase inhibitor",0.19632,0.492,0.977,376,1
"1736","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",0.32021,0.797,0.667,306,1
"1737","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","bacterial DNA gyrase inhibitor",-0.36924,-0.963,0.483,1158,0.885
"1738","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","BCL inhibitor",-0.33726,-0.883,0.592,881,0.93
"1739","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","Bcr.Abl kinase inhibitor",0.29565,0.758,0.771,259,1
"1740","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","benzodiazepine receptor agonist",0.23706,0.601,0.922,88,1
"1741","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","bromodomain inhibitor",0.52165,1.34,0.147,135,0.874
"1742","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","calcium channel blocker",-0.33096,-0.833,0.645,1334,0.917
"1743","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","CC chemokine receptor antagonist",0.45739,1.16,0.271,365,0.927
"1744","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","CDK inhibitor",0.31533,0.803,0.701,377,1
"1745","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","CHK inhibitor",0.47079,1.19,0.254,239,1
"1746","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","cyclooxygenase inhibitor",-0.21449,-0.553,0.949,1059,0.981
"1747","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","cytochrome P450 inhibitor",-0.43333,-1.1,0.332,1013,0.943
"1748","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","DNA alkylating agent",0.26569,0.676,0.855,288,1
"1749","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","DNA inhibitor",-0.18322,-0.462,0.989,1118,0.99
"1750","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","DNA methyltransferase inhibitor",-0.42427,-1.08,0.338,996,0.926
"1751","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","DNA polymerase inhibitor",-0.27167,-0.696,0.803,1301,1
"1752","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","DNA synthesis inhibitor",-0.41537,-1.06,0.349,1193,0.857
"1753","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","dopamine receptor antagonist",0.56729,1.45,0.114,209,0.741
"1754","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","estrogen receptor agonist",0.44095,1.12,0.316,102,0.823
"1755","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","estrogen receptor antagonist",0.55005,1.39,0.15,408,0.813
"1756","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","FGFR inhibitor",0.45177,1.13,0.304,276,0.844
"1757","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","FLT3 inhibitor",0.22622,0.571,0.951,211,1
"1758","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","glucocorticoid receptor agonist",0.43514,1.09,0.346,341,0.85
"1759","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","glutamate receptor antagonist",-0.24129,-0.618,0.897,1180,0.984
"1760","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","glycogen synthase kinase inhibitor",0.47257,1.21,0.233,290,1
"1761","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","growth factor receptor inhibitor",0.30716,0.768,0.733,459,1
"1762","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","HCV inhibitor",-0.30724,-0.766,0.707,892,1
"1763","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","HDAC inhibitor",0.40746,1.05,0.4,143,0.904
"1764","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","histamine receptor antagonist",-0.39912,-0.985,0.457,1264,0.929
"1765","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","histone lysine methyltransferase inhibitor",0.34534,0.878,0.593,294,0.961
"1766","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","HMGCR inhibitor",-0.5095,-1.3,0.187,985,0.845
"1767","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","HSP inhibitor",0.2246,0.565,0.944,31,1
"1768","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","JAK inhibitor",0.35661,0.898,0.534,418,0.986
"1769","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","KIT inhibitor",0.36818,0.938,0.517,40,1
"1770","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","MDM inhibitor",0.59773,1.49,0.0597,170,0.87
"1771","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","MEK inhibitor",0.27342,0.689,0.819,131,1
"1772","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","MET inhibitor",-0.6319,-1.63,0.0514,1069,0.927
"1773","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","microtubule inhibitor",0.34444,0.861,0.594,265,0.963
"1774","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","mTOR inhibitor",0.24488,0.621,0.885,430,1
"1775","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","NFkB pathway inhibitor",-0.23437,-0.612,0.934,1315,0.961
"1776","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","opioid receptor agonist",0.51186,1.28,0.187,433,0.96
"1777","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","p38 MAPK inhibitor",0.3615,0.909,0.57,7,0.999
"1778","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","PARP inhibitor",0.36016,0.918,0.543,284,1
"1779","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.34353,0.858,0.604,63,0.939
"1780","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","phosphatase inhibitor",-0.61765,-1.59,0.0604,1104,0.748
"1781","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","phosphodiesterase inhibitor",0.60304,1.55,0.0636,145,0.838
"1782","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","PI3K inhibitor",0.17082,0.436,0.992,138,0.994
"1783","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","PLK inhibitor",0.45592,1.13,0.318,394,0.844
"1784","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","potassium channel blocker",-0.56349,-1.45,0.105,1147,0.667
"1785","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","PPAR receptor agonist",-0.4678,-1.18,0.277,1140,0.816
"1786","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","progesterone receptor agonist",-0.27374,-0.693,0.844,1287,1
"1787","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","proteasome inhibitor",-0.62541,-1.58,0.0548,1344,0.584
"1788","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","protein synthesis inhibitor",-0.38764,-0.971,0.47,1119,0.912
"1789","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","protein tyrosine kinase inhibitor",0.45359,1.17,0.283,309,1
"1790","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","RAF inhibitor",-0.39926,-1.02,0.402,1186,0.899
"1791","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","RET tyrosine kinase inhibitor",-0.34389,-0.875,0.586,902,0.908
"1792","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","retinoid receptor agonist",0.36844,0.923,0.516,446,1
"1793","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","ribonucleotide reductase inhibitor",-0.27229,-0.687,0.832,1090,0.991
"1794","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","serotonin receptor agonist",0.46745,1.16,0.29,222,0.927
"1795","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","serotonin receptor antagonist",0.44396,1.13,0.311,464,0.844
"1796","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","sodium channel blocker",-0.47672,-1.25,0.226,1017,0.797
"1797","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","src inhibitor",-0.48785,-1.25,0.209,873,0.797
"1798","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","sterol demethylase inhibitor",0.28027,0.719,0.806,64,1
"1799","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","SYK inhibitor",0.61898,1.55,0.0785,206,0.838
"1800","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","TGF beta receptor inhibitor",-0.57092,-1.47,0.0941,1006,0.74
"1801","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","thymidylate synthase inhibitor",-0.56266,-1.43,0.106,916,0.618
"1802","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","topoisomerase inhibitor",-0.24635,-0.622,0.893,971,1
"1803","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","tubulin polymerization inhibitor",0.19806,0.491,0.97,81,1
"1804","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","tyrosine kinase inhibitor",0.27918,0.703,0.816,309,1
"1805","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","VEGFR inhibitor",0.34924,0.879,0.573,256,0.992
"1806","expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation","Estimate","vitamin D receptor agonist",0.70263,1.8,0.0307,33,0.368
"1807","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","Synthetic_Drug_Set",0.81299,2.08,0.00398,144,0.0553
"1808","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","EGFR inhibitor",0.39671,1,0.454,268,1
"1809","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","Abl kinase inhibitor",-0.25485,-0.642,0.861,1247,1
"1810","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","acetylcholine receptor agonist",-0.41487,-1.07,0.362,558,0.8
"1811","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","acetylcholine receptor antagonist",-0.47024,-1.21,0.256,1244,0.728
"1812","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","adenosine receptor antagonist",0.58033,1.46,0.0887,312,0.763
"1813","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","adrenergic receptor agonist",-0.35372,-0.917,0.539,1034,0.834
"1814","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","adrenergic receptor antagonist",0.29124,0.732,0.748,188,1
"1815","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","AKT inhibitor",-0.37207,-0.924,0.489,1164,0.861
"1816","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.36287,0.92,0.555,150,1
"1817","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","androgen receptor antagonist",-0.32889,-0.823,0.633,882,0.863
"1818","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","antioxidant",-0.68095,-1.69,0.0349,991,1
"1819","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","AP inhibitor",0.22685,0.564,0.937,448,1
"1820","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","ATPase inhibitor",0.29588,0.737,0.754,284,1
"1821","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","Aurora kinase inhibitor",0.19632,0.493,0.975,376,0.981
"1822","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",0.32021,0.817,0.678,306,1
"1823","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","bacterial DNA gyrase inhibitor",0.36727,0.926,0.512,199,1
"1824","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","BCL inhibitor",-0.33726,-0.878,0.589,881,0.871
"1825","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","Bcr.Abl kinase inhibitor",0.2964,0.75,0.749,258,1
"1826","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","benzodiazepine receptor agonist",0.23631,0.61,0.926,89,1
"1827","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","bromodomain inhibitor",0.52239,1.32,0.168,134,1
"1828","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","calcium channel blocker",-0.33096,-0.833,0.653,1334,0.88
"1829","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","CC chemokine receptor antagonist",0.45739,1.14,0.309,365,0.944
"1830","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","CDK inhibitor",0.31533,0.781,0.695,377,1
"1831","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","CHK inhibitor",0.47228,1.18,0.259,237,1
"1832","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","cyclooxygenase inhibitor",-0.21449,-0.548,0.948,1059,0.987
"1833","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","cytochrome P450 inhibitor",-0.43333,-1.1,0.328,1013,0.791
"1834","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","DNA alkylating agent",0.26569,0.659,0.857,288,1
"1835","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","DNA inhibitor",-0.18322,-0.477,0.978,1118,0.987
"1836","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","DNA methyltransferase inhibitor",-0.42427,-1.1,0.316,996,0.791
"1837","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","DNA polymerase inhibitor",-0.27167,-0.691,0.806,1301,0.972
"1838","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","DNA synthesis inhibitor",-0.41537,-1.06,0.369,1193,0.769
"1839","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","dopamine receptor antagonist",0.56804,1.46,0.0966,208,0.763
"1840","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","estrogen receptor agonist",0.46146,1.17,0.275,109,1
"1841","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","estrogen receptor antagonist",0.55005,1.38,0.13,408,0.907
"1842","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","FGFR inhibitor",0.45252,1.14,0.302,275,0.944
"1843","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","FLT3 inhibitor",0.22697,0.579,0.96,210,1
"1844","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","glucocorticoid receptor agonist",0.43514,1.09,0.344,341,0.925
"1845","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","glutamate receptor antagonist",-0.24129,-0.621,0.894,1180,0.99
"1846","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","glycogen synthase kinase inhibitor",0.47257,1.19,0.267,290,1
"1847","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","growth factor receptor inhibitor",0.30716,0.767,0.732,459,1
"1848","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","HCV inhibitor",-0.30724,-0.81,0.665,892,0.852
"1849","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","HDAC inhibitor",0.40896,1.04,0.419,141,1
"1850","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","histamine receptor antagonist",-0.39912,-1.02,0.404,1264,0.756
"1851","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","histone lysine methyltransferase inhibitor",0.34534,0.852,0.615,294,1
"1852","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","HMGCR inhibitor",-0.5095,-1.29,0.2,985,0.783
"1853","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","HSP inhibitor",0.2231,0.561,0.96,33,1
"1854","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","JAK inhibitor",0.35661,0.892,0.555,418,1
"1855","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","KIT inhibitor",0.36593,0.898,0.572,43,1
"1856","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","MDM inhibitor",0.59847,1.49,0.0985,169,0.947
"1857","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","MEK inhibitor",0.27417,0.713,0.797,130,1
"1858","expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation","Estimate","MET inhibitor",-0.6319,-1.62,0.0455,1069,0.861
